종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"066670","디티씨","KOSDAQ","우량기업부","2840","0","0.00","2795","2900","2795","7130","20111665","53085047120","18691918"
"187220","디티앤씨","KOSDAQ","중견기업부","3270","260","8.64","3010","3375","2920","411913","1328647465","38252528670","11698021"
"383930","디티앤씨알오","KOSDAQ","중견기업부","7390","1690","29.65","5700","7400","5000","2393633","15901731035","94374083680","12770512"
"131180","딜리","KOSDAQ","벤처기업부","884","21","2.43","863","885","859","42024","36639380","25945400000","29350000"
"315640","딥노이드","KOSDAQ","기술성장기업부","5820","-80","-1.36","5830","6020","5720","86531","506515085","130491779760","22421268"
"223310","딥마인드","KOSDAQ","중견기업부","2180","-70","-3.11","2250","2250","2145","44131","95613103","49789837500","22839375"
"317120","라닉스","KOSDAQ","기술성장기업부","2745","5","0.18","2700","2790","2670","9905","26956970","26516700000","9660000"
"462510","라메디텍","KOSDAQ","기술성장기업부","8030","150","1.90","7610","8200","7610","28361","225045780","69465402050","8650735"
"042510","라온시큐어","KOSDAQ","벤처기업부","1899","0","0.00","1865","1925","1865","133044","252571499","106393129029","56025871"
"232680","라온테크","KOSDAQ","기술성장기업부","7730","-170","-2.15","7770","7980","7610","93225","720019580","96889628820","12534234"
"418420","라온텍","KOSDAQ","기술성장기업부","2495","90","3.74","2380","2585","2370","52734","130402420","75120540335","30108433"
"300120","라온피플","KOSDAQ","벤처기업부","3820","40","1.06","3730","3850","3610","43385","164136485","79685245840","20860012"
"171120","라이온켐텍","KOSDAQ","중견기업부","2255","60","2.73","2205","2270","2185","33198","74015180","80958468800","35901760"
"388790","라이콤","KOSDAQ","벤처기업부","2300","-35","-1.50","2315","2390","2270","79553","185157860","68802039000","29913930"
"347700","라이프시맨틱스","KOSDAQ","기술성장기업부","6810","-290","-4.08","6930","7240","6770","128520","892509960","262191244770","38500917"
"214260","라파스","KOSDAQ","기술성장기업부","14220","-230","-1.59","14210","14620","14110","14532","207844750","126877423860","8922463"
"403360","라피치","KONEX","일반기업부","7790","0","0.00","7790","7790","7790","1","7790","26871246660","3449454"
"171010","램테크놀러지","KOSDAQ","벤처기업부","3785","-55","-1.43","3800","3920","3680","102783","386393828","54120776320","14298752"
"084650","랩지노믹스","KOSDAQ","우량기업부","2155","25","1.17","2080","2200","2060","1165278","2501564673","159987178450","74239990"
"217500","러셀","KOSDAQ","벤처기업부","1596","-13","-0.81","1596","1608","1584","21258","33894872","50771952000","31812000"
"092590","럭스피아","KONEX","일반기업부","955","0","0.00","0","0","0","0","0","6962998590","7291098"
"038390","레드캡투어","KOSDAQ","우량기업부","9490","230","2.48","9260","9700","9200","64320","604182155","158680600780","16720822"
"294140","레몬","KOSDAQ","중견기업부","3465","-35","-1.00","3500","3695","3405","35252","122667456","72765000000","21000000"
"443250","레뷰코퍼레이션","KOSDAQ","벤처기업부","10810","-240","-2.17","10760","11010","10660","13451","145384930","120155960600","11115260"
"228670","레이","KOSDAQ","중견기업부","8030","90","1.13","7620","8250","7620","62146","496925610","124569815590","15513053"
"228850","레이언스","KOSDAQ","우량기업부","6350","-50","-0.78","6420","6420","6340","2938","18793470","105352938900","16591014"
"412350","레이저쎌","KOSDAQ","기술성장기업부","3152","12","0.38","3140","3240","3080","27012","84918712","27507415744","8726972"
"199550","레이저옵텍","KOSDAQ","벤처기업부","10460","-890","-7.84","11050","11070","10210","1672756","17760438065","125988513860","12044791"
"281740","레이크머티리얼즈","KOSDAQ","우량기업부","13190","-610","-4.42","13470","14090","12940","396220","5364443925","866985928120","65730548"
"277810","레인보우로보틱스","KOSDAQ","기술성장기업부","262500","-8500","-3.14","271000","273500","257000","221169","58554473250","5092462725000","19399858"
"215100","로보로보","KOSDAQ","벤처기업부","3480","-20","-0.57","3550","3550","3405","88508","306838101","70812619920","20348454"
"090360","로보스타","KOSDAQ","중견기업부","21900","-200","-0.90","22200","22500","21650","64524","1422183075","213525000000","9750000"
"238500","로보쓰리에이아이","KONEX","일반기업부","193","-1","-0.52","177","199","170","521669","96513066","8109524566","42018262"
"108490","로보티즈","KOSDAQ","기술성장기업부","32800","-950","-2.81","35000","35100","32100","322736","10792222675","433206328000","13207510"
"900260","로스웰","KOSDAQ","외국기업(소속부없음)","522","-9","-1.69","528","532","509","133446","69745330","18808332336","36031288"
"223220","로지스몬","KONEX","일반기업부","420","-74","-14.98","420","420","420","1","420","19341493920","46051176"
"067730","로지시스","KOSDAQ","중견기업부","2885","-50","-1.70","2920","3020","2820","90900","265250725","27909264970","9673922"
"071280","로체시스템즈","KOSDAQ","우량기업부","14660","-450","-2.98","15090","15270","14390","336382","5070671955","224248199980","15296603"
"032350","롯데관광개발","KOSPI",,"8820","430","5.13","8300","8850","8290","679714","5901777810","672050334060","76196183"
"089860","롯데렌탈","KOSPI",,"28150","-200","-0.71","28300","28350","27950","36177","1017082900","1022109272200","36309388"
"330590","롯데리츠","KOSPI",,"3505","-5","-0.14","3510","3520","3465","151877","530298527","1012835938420","288968884"
"000400","롯데손해보험","KOSPI",,"1755","13","0.75","1740","1798","1725","102855","179584272","544640241600","310336320"
"023530","롯데쇼핑","KOSPI",,"65900","5600","9.29","59800","65900","59200","150005","9573625200","1864228954500","28288755"
"020150","롯데에너지머티리얼즈","KOSPI",,"21900","650","3.06","21050","22400","20700","108447","2360106175","1146803639700","52365463"
"280360","롯데웰푸드","KOSPI",,"115800","400","0.35","114300","116600","113200","11846","1354389250","1092523669200","9434574"
"286940","롯데이노베이트","KOSPI",,"17840","-10","-0.06","17830","18000","17640","8823","157163420","269907907280","15129367"
"004000","롯데정밀화학","KOSPI",,"34800","-250","-0.71","34500","35250","33950","78267","2698499375","897840000000","25800000"
"004990","롯데지주","KOSPI",,"21250","500","2.41","20350","21250","20300","43982","912137300","2229321286250","104909237"
"00499K","롯데지주우","KOSPI",,"25400","-500","-1.93","25250","25650","25150","517","13079125","20462316200","805603"
"005300","롯데칠성","KOSPI",,"107000","700","0.66","106100","107200","104400","12872","1365139850","992840588000","9278884"
"005305","롯데칠성우","KOSPI",,"62100","-700","-1.11","62800","63700","61500","13149","822632850","48146751000","775310"
"011170","롯데케미칼","KOSPI",,"60500","700","1.17","58700","61200","57900","203779","12126511900","2587912849500","42775419"
"071840","롯데하이마트","KOSPI",,"7010","60","0.86","6950","7070","6920","11710","81698800","165490061120","23607712"
"328130","루닛","KOSDAQ","기술성장기업부","48200","-450","-0.92","48050","49600","46850","245139","11852701025","1397570568000","28995240"
"038060","루멘스","KOSDAQ","중견기업부","857","5","0.59","841","860","837","43235","36591243","41224330133","48103069"
"474170","루미르","KOSDAQ","기술성장기업부","8100","-110","-1.34","8000","8370","7950","110840","901705270","143594337600","17727696"
"162120","루켄테크놀러지스","KONEX","일반기업부","3170","-5","-0.16","3175","3185","3170","58","184145","35366428340","11156602"
"253610","루트락","KONEX","일반기업부","1537","165","12.03","1570","1570","1500","912","1394514","15654975170","10185410"
"141080","리가켐바이오","KOSDAQ GLOBAL","기술성장기업부","94800","-1400","-1.46","95200","98000","94000","184810","17693876400","3470660042400","36610338"
"058470","리노공업","KOSDAQ GLOBAL","우량기업부","185000","-7800","-4.05","187600","195300","183600","62856","11873979500","2819838450000","15242370"
"016100","리더스코스메틱","KOSDAQ","중견기업부","2300","0","0.00","2275","2390","2260","13457","30945352","43932056200","19100894"
"012700","리드코프","KOSDAQ","우량기업부","3800","0","0.00","3800","3825","3780","29091","110366291","100495313000","26446135"
"302550","리메드","KOSDAQ","기술성장기업부","3260","35","1.09","3225","3300","3175","112533","366163281","99880140800","30638080"
"073570","리튬포어스","KOSDAQ","관리종목(소속부없음)","735","1","0.14","734","752","713","280270","205501064","26599280295","36189497"
"377450","리파인","KOSDAQ","중견기업부","13460","210","1.58","13250","13600","13050","39955","528892315","233261800000","17330000"
"277070","린드먼아시아","KOSDAQ","중견기업부","4445","230","5.46","4155","4535","4130","119090","522045222","60860940000","13692000"
"042500","링네트","KOSDAQ","우량기업부","4330","180","4.34","4130","4365","4075","145255","615046580","82573680220","19070134"
"193250","링크드","KOSDAQ","중견기업부","423","4","0.95","417","439","405","91971","38642980","26785788471","63323377"
"219420","링크제니시스","KOSDAQ","기술성장기업부","4845","-105","-2.12","4775","5060","4750","98714","482823590","55569761415","11469507"
"439090","마녀공장","KOSDAQ","중견기업부","18410","-200","-1.07","18390","18780","18100","146483","2699576680","301523766600","16378260"
"027740","마니커","KOSPI",,"873","9","1.04","850","874","850","39620","34136009","55445302044","63511228"
"195500","마니커에프앤지","KOSDAQ","중견기업부","3270","90","2.83","3175","3290","3145","90582","293387067","52248060000","15978000"
"357430","마스턴프리미어리츠","KOSPI",,"1482","1","0.07","1475","1483","1473","48187","71185003","45208864974","30505307"
"377480","마음AI","KOSDAQ","기술성장기업부","14760","-30","-0.20","14750","15080","14430","78424","1150708040","99056101680","6711118"
"305090","마이크로디지탈","KOSDAQ","기술성장기업부","9340","-60","-0.64","9210","9990","9110","263903","2520034605","165887002140","17760921"
"448780","마이크로엔엑스","KONEX","일반기업부","2235","-10","-0.45","2235","2235","2235","1","2235","5984614800","2677680"
"098120","마이크로컨텍솔","KOSDAQ","중견기업부","8930","-230","-2.51","9120","9300","8810","83288","746054605","74233000380","8312766"
"424980","마이크로투나노","KOSDAQ","기술성장기업부","5180","-30","-0.58","5320","5350","5010","12378","64143180","30659850200","5918890"
"038290","마크로젠","KOSDAQ","중견기업부","15430","-70","-0.45","15310","15700","15200","23563","362810770","167282802000","10841400"
"001080","만호제강","KOSPI",,"30000","-300","-0.99","29650","30300","28950","1903","56004500","124500000000","4150000"
"267980","매일유업","KOSDAQ","우량기업부","36600","100","0.27","36550","36900","36000","6437","235147375","287077150800","7843638"
"005990","매일홀딩스","KOSDAQ","우량기업부","9640","50","0.52","9590","9660","9590","4724","45450340","132244450560","13718304"
"093520","매커스","KOSDAQ","우량기업부","10170","-300","-2.87","10370","10500","10000","43013","440218600","164378645640","16163092"
"088980","맥쿼리인프라","KOSPI",,"11040","-30","-0.27","11050","11110","10970","720191","7942905815","5287298802720","478921993"
"094800","맵스리얼티1","KOSPI",,"4175","-15","-0.36","4190","4210","4170","15171","63409035","387583331925","92834331"
"179720","머니무브","KONEX","일반기업부","8800","-600","-6.38","9000","9000","8600","18","158700","21010695200","2387579"
"100590","머큐리","KOSDAQ","우량기업부","3205","30","0.94","3150","3265","3095","35295","112901705","50735223715","15830023"
"067280","멀티캠퍼스","KOSDAQ","우량기업부","33300","50","0.15","33000","33450","32950","4113","136179500","197361740700","5926779"
"072870","메가스터디","KOSDAQ","우량기업부","10480","150","1.45","10420","10540","10330","15976","166956160","124931650320","11920959"
"215200","메가스터디교육","KOSDAQ GLOBAL","우량기업부","42600","-350","-0.81","42850","43600","42250","31310","1342191000","458839786200","10770887"
"133750","메가엠디","KOSDAQ","중견기업부","2335","215","10.14","2115","2430","2095","1309971","3042514177","54655524795","23407077"
"446540","메가터치","KOSDAQ","중견기업부","3595","50","1.41","3565","3710","3470","168248","604897275","74671745000","20771000"
"235980","메드팩토","KOSDAQ","기술성장기업부","3055","160","5.53","2855","3100","2800","148271","444660068","104710494655","34275121"
"200580","메디쎄이","KONEX","일반기업부","8000","-150","-1.84","8390","8390","7810","1160","9136420","29808632000","3726079"
"041920","메디아나","KOSDAQ","우량기업부","4765","15","0.32","4605","4785","4605","12926","61176820","88620532595","18598223"
"233250","메디안디노스틱","KONEX","일반기업부","14000","0","0.00","0","0","0","0","0","24451476000","1746534"
"014100","메디앙스","KOSDAQ","중견기업부","2995","300","11.13","2770","3160","2500","1064126","3102267528","35341000000","11800000"
"236340","메디젠휴먼케어","KONEX","일반기업부","2400","0","0.00","0","0","0","0","0","7235152800","3014647"
"054180","메디콕스","KOSDAQ","투자주의환기종목(소속부없음)","264","-6","-2.22","269","273","252","918211","240757327","21879866712","82878283"
"086900","메디톡스","KOSDAQ","우량기업부","146900","-2500","-1.67","148700","152000","144800","87565","13034777900","1072149209300","7298497"
"078160","메디포스트","KOSDAQ","벤처기업부","8270","-140","-1.66","8330","8550","8200","36170","301946840","282981081950","34217785"
"138040","메리츠금융지주","KOSPI",,"118100","-1000","-0.84","119000","119700","117000","197082","23323507950","22524045463400","190720114"
"408920","메쎄이상","KOSDAQ","벤처기업부","2105","-10","-0.47","2020","2125","2020","5979","12327685","91004317775","43232455"
"021880","메이슨캐피탈","KOSDAQ","중견기업부","237","-9","-3.66","246","248","237","101938","24621157","36067704696","152184408"
"140410","메지온","KOSDAQ","중견기업부","35350","50","0.14","35150","35750","34150","163288","5716247650","1059203962950","29963337"
"241770","메카로","KOSDAQ","벤처기업부","10190","-380","-3.60","10770","10770","10100","12125","125159310","103863001600","10192640"
"090370","메타랩스","KOSPI",,"1462","-27","-1.81","1473","1489","1430","20086","29500727","36410655318","24904689"
"059210","메타바이오메드","KOSDAQ","우량기업부","4685","185","4.11","4495","4780","4430","674145","3142271028","111795114435","23862351"
"118000","메타케어","KOSPI",,"306","-2","-0.65","308","312","296","454865","137561876","50421873384","164777364"
"058110","멕아이씨에스","KOSDAQ","기술성장기업부","1805","-25","-1.37","1800","1830","1758","31730","57157906","28971206650","16050530"
"017180","명문제약","KOSPI",,"1561","9","0.58","1528","1600","1528","57288","89547241","53001341694","33953454"
"009900","명신산업","KOSPI",,"8060","170","2.15","7760","8170","7610","130036","1039604115","422909271980","52470133"
"012690","모나리자","KOSPI",,"3005","160","5.62","2840","3035","2770","1212070","3576628956","109896621275","36571255"
"005360","모나미","KOSPI",,"2010","69","3.55","1921","2035","1921","52098","103609456","37983587070","18897307"
"070960","모나용평","KOSPI",,"4000","230","6.10","3710","4080","3700","393580","1551669663","192533332000","48133333"
"434480","모니터랩","KOSDAQ","기술성장기업부","3735","35","0.95","3635","3775","3605","183686","679964995","45978970500","12310300"
"080420","모다이노칩","KOSDAQ","중견기업부","2180","0","0.00","2180","2215","2150","3752","8168345","173793135960","79721622"
"417970","모델솔루션","KOSDAQ","중견기업부","11030","10","0.09","10780","11200","10700","6199","67749410","70555601000","6396700"
"080160","모두투어","KOSDAQ","우량기업부","10920","200","1.87","10600","11050","10490","169180","1835730350","206388000000","18900000"
"087260","모바일어플라이언스","KOSDAQ","벤처기업부","1886","-3","-0.16","1833","1911","1833","82035","153916190","61394695846","32552861"
"101330","모베이스","KOSDAQ","우량기업부","2990","10","0.34","2980","3085","2940","42574","128286117","69209616710","23147029"
"012860","모베이스전자","KOSDAQ","우량기업부","1449","-12","-0.82","1425","1469","1424","200341","288216255","106115279193","73233457"
"363260","모비데이즈","KOSDAQ","벤처기업부","2215","0","0.00","2175","2270","2130","1882214","4133390071","71242748335","32163769"
"348030","모비릭스","KOSDAQ","우량기업부","4235","255","6.41","3965","4310","3910","17980","74980745","40672093000","9603800"
"250060","모비스","KOSDAQ","기술성장기업부","2325","20","0.87","2240","2350","2240","131738","302729816","74798305050","32171314"
"288980","모아데이타","KOSDAQ","기술성장기업부","997","4","0.40","985","1028","978","154380","154285485","34452892314","34556562"
"142760","모아라이프플러스","KOSDAQ","기술성장기업부","1205","-43","-3.45","1248","1248","1183","97974","117718317","45470447255","37734811"
"033200","모아텍","KOSDAQ","투자주의환기종목(소속부없음)","2785","-65","-2.28","2820","2820","2755","3330","9254838","39912350225","14331185"
"333050","모코엠시스","KOSDAQ","벤처기업부","1217","-19","-1.54","1213","1248","1213","39484","48337990","29954417742","24613326"
"009680","모토닉","KOSPI",,"9060","-90","-0.98","9140","9150","8990","43608","395948635","254133000000","28050000"
"118990","모트렉스","KOSDAQ","우량기업부","8350","-70","-0.83","8250","8600","8200","82034","684467300","207597616500","24861990"
"463480","모티브링크","KOSDAQ","중견기업부","14180","-870","-5.78","14810","15400","13750","1347049","19733292260","175695276440","12390358"
"006920","모헨즈","KOSDAQ","벤처기업부","3300","200","6.45","3095","3330","3070","176341","574823622","36036000000","10920000"
"009580","무림P&P","KOSPI",,"2990","125","4.36","2815","3010","2790","405440","1186353872","186481288760","62368324"
"001810","무림SP","KOSDAQ","중견기업부","1480","0","0.00","1470","1500","1449","23292","34086010","32763500000","22137500"
"009200","무림페이퍼","KOSPI",,"2085","70","3.47","2005","2090","2005","251343","517278866","86755411350","41609310"
"322970","무진메디","KONEX","일반기업부","2395","20","0.84","2395","2395","2395","1","2395","24074487310","10051978"
"033920","무학","KOSPI",,"6650","70","1.06","6530","6870","6460","136936","910108370","189525000000","28500000"
"008420","문배철강","KOSPI",,"2330","35","1.53","2260","2340","2255","57477","132014180","47773166650","20503505"
"279600","미디어젠","KOSDAQ","관리종목(소속부없음)","11300","0","0.00","0","0","0","0","0","52938025300","4684781"
"095500","미래나노텍","KOSDAQ","우량기업부","7920","90","1.15","7680","8170","7680","146949","1172745440","245599192080","31009999"
"254490","미래반도체","KOSDAQ","중견기업부","10220","-310","-2.94","10110","10600","10110","18886","194488970","147556360000","14438000"
"025560","미래산업","KOSPI",,"774","-4","-0.51","775","790","768","254179","197145226","46104108768","59566032"
"218150","미래생명자원","KOSDAQ","벤처기업부","3740","45","1.22","3695","3790","3665","139095","518309400","76355099480","20415802"
"007120","미래아이앤지","KOSPI",,"889","22","2.54","867","930","867","323733","289780189","25673082512","28878608"
"396690","미래에셋글로벌리츠","KOSPI",,"2610","-30","-1.14","2650","2650","2600","30266","78963785","103371503400","39605940"
"442900","미래에셋드림스팩1호","KOSDAQ","SPAC(소속부없음)","10230","-20","-0.20","10230","10260","10220","12453","127421635","78566400000","7680000"
"357250","미래에셋맵스리츠","KOSPI",,"2650","-25","-0.93","2680","2680","2645","32184","85450954","66237028250","24995105"
"100790","미래에셋벤처투자","KOSDAQ","우량기업부","4435","10","0.23","4380","4535","4360","73445","325437284","235607751790","53124634"
"446190","미래에셋비전스팩2호","KOSDAQ","SPAC(소속부없음)","2155","0","0.00","0","0","0","0","0","10667250000","4950000"
"448830","미래에셋비전스팩3호","KOSDAQ","SPAC(소속부없음)","2135","-20","-0.93","2155","2155","2130","14705","31516275","10504200000","4920000"
"477380","미래에셋비전스팩4호","KOSDAQ","SPAC(소속부없음)","1997","-13","-0.65","2000","2010","1997","6553","13115663","16175700000","8100000"
"477470","미래에셋비전스팩5호","KOSDAQ","SPAC(소속부없음)","2030","-5","-0.25","2035","2040","2030","3845","7813625","11124400000","5480000"
"478440","미래에셋비전스팩6호","KOSDAQ","SPAC(소속부없음)","1999","-1","-0.05","2005","2005","1995","4193","8393731","13853070000","6930000"
"482680","미래에셋비전스팩7호","KOSDAQ","SPAC(소속부없음)","1976","-6","-0.30","1982","1984","1976","24734","48919281","16232840000","8215000"
"085620","미래에셋생명","KOSPI",,"4490","-5","-0.11","4470","4545","4465","31666","141940575","794802688610","177016189"
"006800","미래에셋증권","KOSPI",,"9290","-50","-0.54","9210","9420","9140","559780","5189955920","5298239430320","570316408"
"00680K","미래에셋증권2우B","KOSPI",,"4050","-30","-0.74","4055","4095","4030","165004","670269667","556875000000","137500000"
"006805","미래에셋증권우","KOSPI",,"4350","-10","-0.23","4360","4385","4325","35064","152315650","61229512500","14075750"
"208890","미래엔에듀파트너","KONEX","일반기업부","1198","0","0.00","0","0","0","0","0","4798612960","4005520"
"049950","미래컴퍼니","KOSDAQ","우량기업부","17320","-580","-3.24","17300","18030","17000","31082","537878805","152725750880","8817884"
"207760","미스터블루","KOSDAQ","중견기업부","926","7","0.76","911","943","910","98788","91360313","76931879058","83079783"
"002840","미원상사","KOSPI",,"180800","-2100","-1.15","182900","183300","177800","1456","261778050","858800000000","4750000"
"268280","미원에스씨","KOSPI",,"151900","2000","1.33","150100","152000","149900","1403","211917000","759500000000","5000000"
"107590","미원홀딩스","KOSPI",,"73000","100","0.14","72900","73000","72500","243","17693700","169360000000","2320000"
"134380","미원화학","KOSPI",,"79100","100","0.13","79800","79800","79000","131","10381600","173962098800","2199268"
"351020","미쥬","KONEX","일반기업부","6720","-1170","-14.83","6730","6730","6720","75","504350","13944000000","2075000"
"003650","미창석유","KOSPI",,"100200","-400","-0.40","100600","100600","99600","707","70789850","174315134400","1739672"
"059090","미코","KOSDAQ","중견기업부","8790","60","0.69","8630","8990","8500","182475","1597216610","293733478620","33416778"
"214610","미코바이오메드","KOSDAQ","기술성장기업부","498","-5","-0.99","491","508","480","866436","424352085","25649812704","51505648"
"201490","미투온","KOSDAQ","우량기업부","1685","-5","-0.30","1679","1699","1661","47971","80667475","51207305020","30390092"
"475460","미트박스","KOSDAQ","중견기업부","13530","-220","-1.60","14440","15140","13190","6204640","88975442485","75592448250","5587025"
"452200","민테크","KOSDAQ","기술성장기업부","3855","-15","-0.39","3705","3980","3705","13219","50840470","85435666500","22162300"
"418470","밀리의서재","KOSDAQ","벤처기업부","12080","-120","-0.98","11950","12350","11950","18856","227891510","102671411120","8499289"
"206640","바디텍메드","KOSDAQ","우량기업부","15700","-490","-3.03","16000","16300","15510","80871","1284457920","368738992000","23486560"
"018700","바른손","KOSDAQ","중견기업부","771","-10","-1.28","779","781","757","66104","50612602","27077332647","35119757"
"035620","바른손이앤에이","KOSDAQ","중견기업부","393","9","2.34","385","400","376","168641","65797724","29254792275","74439675"
"354390","바스칸바이오제약","KONEX","일반기업부","4270","70","1.67","4270","4270","4270","1","4270","29967914690","7018247"
"053030","바이넥스","KOSDAQ","우량기업부","14010","-190","-1.34","14000","14550","13810","289606","4095343315","457905473880","32684188"
"301300","바이브컴퍼니","KOSDAQ","기술성장기업부","4255","65","1.55","4190","4380","4140","36328","154563447","55738946925","13099635"
"377740","바이오노트","KOSPI",,"4505","-45","-0.99","4540","4670","4470","55786","252062754","459762496240","102056048"
"064550","바이오니아","KOSDAQ","우량기업부","14740","360","2.50","14100","15100","13950","142841","2091861565","380443689340","25810291"
"314930","바이오다인","KOSDAQ","기술성장기업부","11740","-170","-1.43","11780","12260","11450","50429","596758835","349430569220","29764103"
"208710","바이오로그디바이스","KOSDAQ","중견기업부","573","-7","-1.21","578","580","559","331172","187973315","37761080472","65900664"
"086820","바이오솔루션","KOSDAQ","기술성장기업부","24200","-800","-3.20","24400","25250","23700","22355","540585225","197554909200","8163426"
"038460","바이오스마트","KOSDAQ","우량기업부","2915","20","0.69","2875","3035","2840","126697","369644726","76269336770","26164438"
"251120","바이오에프디엔씨","KOSDAQ","기술성장기업부","13050","-190","-1.44","13240","13330","12950","4906","64199800","113478885000","8695700"
"199730","바이오인프라","KOSDAQ","벤처기업부","5910","-220","-3.59","6040","6130","5820","69603","413114280","28748408970","4864367"
"266470","바이오인프라생명과학","KONEX","일반기업부","350","20","6.06","330","350","285","2070","680748","9753106650","27866019"
"289170","바이오텐","KONEX","일반기업부","5020","535","11.93","5150","5150","5020","2","10170","17954978780","3576689"
"086040","바이오톡스텍","KOSDAQ","벤처기업부","2915","5","0.17","2875","2985","2860","26289","76586995","46518290005","15958247"
"199290","바이오프로테크","KONEX","일반기업부","600","0","0.00","600","600","599","8025","4814454","9795115200","16325192"
"099430","바이오플러스","KOSDAQ","중견기업부","7170","-60","-0.83","7140","7300","7110","289264","2075508360","431151301260","60132678"
"032980","바이온","KOSDAQ","투자주의환기종목(소속부없음)","302","0","0.00","0","0","0","0","0","13522952980","44777990"
"308080","바이젠셀","KOSDAQ","기술성장기업부","3045","-15","-0.49","3045","3150","2850","94633","288316312","61883961300","20323140"
"043150","바텍","KOSDAQ","우량기업부","21150","-50","-0.24","20850","21450","20800","12820","271123550","314167514400","14854256"
"323990","박셀바이오","KOSDAQ","기술성장기업부","8030","130","1.65","7680","8120","7680","56547","449827890","184635396000","22993200"
"003610","방림","KOSPI",,"3765","25","0.67","3730","3800","3685","14387","53778075","151361124870","40202158"
"267790","배럴","KOSDAQ","중견기업부","4310","-90","-2.05","4400","4450","4265","7462","32418070","33999435000","7888500"
"001340","백광산업","KOSPI",,"5960","50","0.85","5670","6030","5670","86889","511469300","267713705720","44918407"
"046310","백금T&A","KOSDAQ","중견기업부","2290","50","2.23","2240","2320","2180","73414","165671436","37598687890","16418641"
"035150","백산","KOSPI",,"13320","-1150","-7.95","14220","14220","12900","376293","5016501215","283050000000","21250000"
"331520","밸로프","KOSDAQ","중견기업부","940","99","11.77","830","976","789","8040574","7332733970","47812526600","50864390"
"199480","뱅크웨어글로벌","KOSDAQ","기술성장기업부","4360","195","4.68","4165","4460","4070","437949","1889646261","44043141680","10101638"
"438700","버넥트","KOSDAQ","기술성장기업부","3075","-40","-1.28","3095","3195","3050","38356","119441419","34270536750","11144890"
"066410","버킷스튜디오","KOSDAQ","중견기업부","1153","0","0.00","0","0","0","0","0","99670679144","86444648"
"002410","범양건영","KOSPI",,"1935","0","0.00","0","0","0","0","0","53173451700","27479820"
"382900","범한퓨얼셀","KOSDAQ","벤처기업부","14100","350","2.55","13580","14300","13520","24661","346028910","123530100000","8761000"
"206400","베노티앤알","KOSDAQ","중견기업부","1970","14","0.72","1956","2050","1935","282178","560390997","73895011260","37510158"
"019010","베뉴지","KOSDAQ","우량기업부","2000","-40","-1.96","2070","2100","2000","47288","96156675","96400000000","48200000"
"177350","베셀","KOSDAQ","중견기업부","994","-5","-0.50","999","1004","949","194517","191924075","17767161552","17874408"
"457600","벡트","KOSDAQ","중견기업부","3035","-55","-1.78","3000","3170","2995","81688","247306720","41602262500","13707500"
"424760","벨로크","KOSDAQ","벤처기업부","940","-30","-3.09","915","994","890","192395","182364162","18485101880","19665002"
"007210","벽산","KOSPI",,"2205","-5","-0.23","2165","2215","2165","186155","409784940","148969800000","67560000"
"225530","보광산업","KOSDAQ","우량기업부","4935","770","18.49","4070","5120","4050","1057652","5083386152","179331617745","36338727"
"250000","보라티알","KOSDAQ","우량기업부","10390","100","0.97","10240","10450","10050","91637","947358275","70140115870","6750733"
"002760","보락","KOSPI",,"1010","6","0.60","1003","1028","998","160701","162355433","60499000000","59900000"
"003850","보령","KOSPI",,"8400","40","0.48","8300","8550","8200","119033","1003264720","729012538800","86787207"
"310210","보로노이","KOSDAQ","기술성장기업부","112600","300","0.27","110200","118500","108800","118148","13400828600","2068440268200","18369807"
"006910","보성파워텍","KOSDAQ","중견기업부","2447","-88","-3.47","2565","2570","2100","467538","1117144143","120220679328","49129824"
"000890","보해양조","KOSPI",,"455","4","0.89","449","466","437","925073","420253723","63299658695","139120129"
"226340","본느","KOSDAQ","관리종목(소속부없음)","1458","0","0.00","0","0","0","0","0","61166628360","41952420"
"206950","볼빅","KONEX","일반기업부","2490","-5","-0.20","2125","2490","2125","135","287240","35052389850","14077265"
"003000","부광약품","KOSPI",,"3750","-20","-0.53","3670","3830","3665","70148","262727950","256705016250","68454671"
"001270","부국증권","KOSPI",,"25450","-450","-1.74","25800","26200","25150","7785","199680150","263913598700","10369886"
"001275","부국증권우","KOSPI",,"20750","100","0.48","20850","20850","20700","137","2848050","62250000000","3000000"
"026940","부국철강","KOSPI",,"2350","50","2.17","2280","2350","2265","40389","93334315","47000000000","20000000"
"014470","부방","KOSDAQ","중견기업부","2355","105","4.67","2320","2500","2025","10236259","23967149104","141423072300","60052260"
"011390","부산산업","KOSPI",,"75600","4400","6.18","70400","82500","70400","67170","5138201300","79833600000","1056000"
"005030","부산주공","KOSPI",,"486","0","0.00","0","0","0","0","0","38288532168","78782988"
"008470","부스타","KOSDAQ","중견기업부","3475","5","0.14","3470","3500","3460","2091","7265040","29206680000","8404800"
"338220","뷰노","KOSDAQ","기술성장기업부","17870","-200","-1.11","17600","18410","17600","59599","1067464740","250167902010","13999323"
"100120","뷰웍스","KOSDAQ","우량기업부","22600","0","0.00","22650","22800","22200","30525","689135050","220350000000","9750000"
"406820","뷰티스킨","KOSDAQ","벤처기업부","13230","60","0.46","13490","13490","13060","9645","126817895","46755349200","3534040"
